2022,2009-12-11,253,14.9875,GA4BG,5,2009-12-11,2009-01-06,339
2093,2009-12-18,253,78.28,E84RF,5,2009-12-18,2009-01-06,346
2146,2009-12-28,253,198.7354,ZPKKR,18,2009-12-28,2009-01-06,356
2148,2009-12-28,253,5.115,YH4N5,18,2009-12-28,2009-01-06,356
2233,2010-01-05,253,65.1562,XRSCD,3,2010-01-05,2009-01-06,364
2250,2010-01-07,253,31.1478,WGQQY,6,2010-01-07,2009-01-06,366
2324,2010-01-12,253,210.89,NSU2Q,3,2010-01-12,2009-01-06,371
2408,2010-01-19,253,105.739,DTSTE,3,2010-01-19,2009-01-06,378
2500,2010-01-26,253,166.457,B52SU,3,2010-01-26,2009-01-06,385
2573,2010-01-30,253,42.3975,3QJXT,18,2010-02-01,2009-01-06,389
2598,2010-02-01,253,136.1052,B228X,18,2010-02-01,2009-01-06,391
2744,2010-02-09,253,203.433,6875M,3,2010-02-09,2009-01-06,399
2853,2010-02-15,253,129.07,FN8AT,18,2010-02-15,2009-01-06,405
2971,2010-02-22,253,166.3652,PCPFA,18,2010-02-22,2009-01-06,412
3089,2010-03-01,253,165.1375,Y2R9C,18,2010-03-01,2009-01-06,419
3225,2010-03-08,253,294.2708,FCSCN,18,2010-03-08,2009-01-06,426
270,2009-01-14,277,127.47,EZATD,2,2009-01-14,2009-01-14,0
286,2009-01-28,277,146.085,QLDNM,2,2009-01-28,2009-01-14,14
315,2009-02-15,277,89.295,SAMKG,2,2009-02-16,2009-01-14,32
335,2009-02-25,277,169.72,7ZQQK,2,2009-02-25,2009-01-14,42
362,2009-03-11,277,104.45,ZAAAS,4,2009-03-12,2009-01-14,56
383,2009-03-19,277,187.81,VMNHJ,4,2009-03-19,2009-01-14,64
404,2009-04-02,277,117.76,RC8HW,4,2009-04-02,2009-01-14,78
417,2009-04-09,277,64.8,249WL,4,2009-04-09,2009-01-14,85
437,2009-04-15,277,47.03,MGVDQ,4,2009-04-16,2009-01-14,91
458,2009-04-20,277,94.87,X8R62,4,2009-04-21,2009-01-14,96
